,logFC,AveExpr,t,P.Value,adj.P.Val,B,sig_lfc1,sig_lfc1.5,sig_lfc2,sig_lfc3
FAN1,0.044993866,7.648680264,0.233335731,0.816612232,0.985663392,-5.040729433,Not Significant,Not Significant,Not Significant,Not Significant
RHOA,0.038938952,9.601823759,0.233282364,0.816653402,0.985663392,-5.040737107,Not Significant,Not Significant,Not Significant,Not Significant
RELA,-0.059717075,9.766416655,-0.233208594,0.816710315,0.985663392,-5.040747713,Not Significant,Not Significant,Not Significant,Not Significant
SMPDL3B,0.065544621,7.61656267,0.232859168,0.816979903,0.985663392,-5.040797905,Not Significant,Not Significant,Not Significant,Not Significant
TTC1,0.052551941,10.00367394,0.232761959,0.817054906,0.985663392,-5.040811854,Not Significant,Not Significant,Not Significant,Not Significant
RBL2,-0.0658959,9.078138644,-0.232495269,0.817260681,0.985663392,-5.040850095,Not Significant,Not Significant,Not Significant,Not Significant
ARIH2,-0.057502107,8.182086787,-0.23243481,0.817307333,0.985663392,-5.040858758,Not Significant,Not Significant,Not Significant,Not Significant
PMPCB,0.069837481,8.972902319,0.232326344,0.817391029,0.985663392,-5.040874295,Not Significant,Not Significant,Not Significant,Not Significant
CHD4,-0.04085086,9.502954231,-0.232142743,0.817532707,0.985663392,-5.040900577,Not Significant,Not Significant,Not Significant,Not Significant
BCL2L2,0.042367911,9.083870377,0.232088182,0.817574811,0.985663392,-5.040908383,Not Significant,Not Significant,Not Significant,Not Significant
GPX1,-0.05942895,12.05122596,-0.231908397,0.817713553,0.985663392,-5.040934093,Not Significant,Not Significant,Not Significant,Not Significant
SLIT2,-0.150420141,7.904650096,-0.231815925,0.817784916,0.985663392,-5.040947309,Not Significant,Not Significant,Not Significant,Not Significant
FJX1,-0.079186215,9.650963518,-0.231438564,0.818076154,0.985663392,-5.041001187,Not Significant,Not Significant,Not Significant,Not Significant
BOLA1,0.099526401,8.37751255,0.23138786,0.818115288,0.985663392,-5.041008419,Not Significant,Not Significant,Not Significant,Not Significant
MNAT1,0.075895875,8.230403984,0.23109663,0.818340072,0.985663392,-5.041049931,Not Significant,Not Significant,Not Significant,Not Significant
ALKBH4,-0.061320439,7.843774565,-0.230600016,0.818723418,0.985663392,-5.041120597,Not Significant,Not Significant,Not Significant,Not Significant
EXTL3,-0.039980444,7.363750778,-0.230587402,0.818733155,0.985663392,-5.04112239,Not Significant,Not Significant,Not Significant,Not Significant
SLC25A12,0.062583517,8.518180369,0.230561107,0.818753454,0.985663392,-5.041126128,Not Significant,Not Significant,Not Significant,Not Significant
CD2AP,-0.055056745,7.8083834,-0.230398524,0.818878966,0.985663392,-5.041149226,Not Significant,Not Significant,Not Significant,Not Significant
BCS1L,0.055301895,9.428057519,0.2303746,0.818897435,0.985663392,-5.041152623,Not Significant,Not Significant,Not Significant,Not Significant
BIN3,0.04263525,8.267628044,0.229863453,0.819292066,0.985663392,-5.041225129,Not Significant,Not Significant,Not Significant,Not Significant
SLC1A4,-0.053987083,7.595805199,-0.22985815,0.81929616,0.985663392,-5.04122588,Not Significant,Not Significant,Not Significant,Not Significant
LAMA5,-0.085710216,10.34630796,-0.229802449,0.819339168,0.985663392,-5.041233772,Not Significant,Not Significant,Not Significant,Not Significant
ADGRA3,0.076162079,6.722523899,0.229635921,0.819467747,0.985663392,-5.041257352,Not Significant,Not Significant,Not Significant,Not Significant
TBC1D5,0.049426007,9.147475662,0.229635562,0.819468024,0.985663392,-5.041257403,Not Significant,Not Significant,Not Significant,Not Significant
SPAG9,0.05398693,7.57693973,0.229615791,0.819483291,0.985663392,-5.041260202,Not Significant,Not Significant,Not Significant,Not Significant
DAGLA,0.034813258,7.020460283,0.229506141,0.819567957,0.985663392,-5.041275718,Not Significant,Not Significant,Not Significant,Not Significant
CIRBP,0.067364555,9.783538183,0.229501477,0.819571558,0.985663392,-5.041276378,Not Significant,Not Significant,Not Significant,Not Significant
KIDINS220,0.039852179,7.215667457,0.229408368,0.819643454,0.985663392,-5.041289547,Not Significant,Not Significant,Not Significant,Not Significant
FXYD3,0.094818324,9.421602655,0.22940044,0.819649576,0.985663392,-5.041290668,Not Significant,Not Significant,Not Significant,Not Significant
NSD1,0.056492732,7.244922086,0.229055357,0.819916053,0.985663392,-5.041339429,Not Significant,Not Significant,Not Significant,Not Significant
DSC2,0.116892524,8.372914021,0.228698549,0.820191607,0.985663392,-5.041389769,Not Significant,Not Significant,Not Significant,Not Significant
COL9A2,-0.077421157,8.132926357,-0.228370456,0.820445005,0.985663392,-5.04143599,Not Significant,Not Significant,Not Significant,Not Significant
ZZZ3,0.049550929,9.235198347,0.228271587,0.820521369,0.985663392,-5.041449905,Not Significant,Not Significant,Not Significant,Not Significant
NECTIN2,-0.08629262,8.972523373,-0.228213781,0.820566018,0.985663392,-5.041458038,Not Significant,Not Significant,Not Significant,Not Significant
MPDZ,-0.086900419,8.558753902,-0.228093341,0.820659046,0.985663392,-5.041474977,Not Significant,Not Significant,Not Significant,Not Significant
NDUFA4,0.054862076,11.93968101,0.228087951,0.82066321,0.985663392,-5.041475735,Not Significant,Not Significant,Not Significant,Not Significant
CCT7,-0.063657982,11.10429316,-0.228037766,0.820701974,0.985663392,-5.04148279,Not Significant,Not Significant,Not Significant,Not Significant
G6PC3,0.048058376,9.771980126,0.227981349,0.820745552,0.985663392,-5.04149072,Not Significant,Not Significant,Not Significant,Not Significant
HNRNPR,0.044443312,10.15050841,0.227950354,0.820769494,0.985663392,-5.041495075,Not Significant,Not Significant,Not Significant,Not Significant
SLA,-0.07243789,8.583422318,-0.227855286,0.820842929,0.985663392,-5.041508431,Not Significant,Not Significant,Not Significant,Not Significant
CLP1,0.028630375,8.581053174,0.227208996,0.821342199,0.985663392,-5.041599079,Not Significant,Not Significant,Not Significant,Not Significant
STXBP6,-0.145351883,7.368275377,-0.227023158,0.821485777,0.985663392,-5.041625097,Not Significant,Not Significant,Not Significant,Not Significant
RMND5B,0.041080304,8.603069784,0.226947333,0.82154436,0.985663392,-5.041635707,Not Significant,Not Significant,Not Significant,Not Significant
SLC1A5,-0.076424625,8.987767028,-0.226798733,0.821659173,0.985663392,-5.041656489,Not Significant,Not Significant,Not Significant,Not Significant
JARID2,-0.048644188,7.944005447,-0.226787868,0.821667568,0.985663392,-5.041658008,Not Significant,Not Significant,Not Significant,Not Significant
PGD,0.040936938,7.392049145,0.226737055,0.821706829,0.985663392,-5.041665111,Not Significant,Not Significant,Not Significant,Not Significant
SEPTIN6,0.096078348,6.988574082,0.226735744,0.821707842,0.985663392,-5.041665295,Not Significant,Not Significant,Not Significant,Not Significant
TSPYL5,0.186325654,10.53818194,0.226706418,0.821730501,0.985663392,-5.041669393,Not Significant,Not Significant,Not Significant,Not Significant
SRPRA,-0.076675922,9.726970192,-0.226645808,0.821777333,0.985663392,-5.041677863,Not Significant,Not Significant,Not Significant,Not Significant
SYNRG,-0.049127003,7.549051131,-0.226438233,0.821937725,0.985663392,-5.041706851,Not Significant,Not Significant,Not Significant,Not Significant
PTPN1,0.0265419,6.806060398,0.226122953,0.822181354,0.985663392,-5.041750829,Not Significant,Not Significant,Not Significant,Not Significant
VPS9D1,0.055890666,7.649528273,0.225939453,0.822323161,0.985663392,-5.041776398,Not Significant,Not Significant,Not Significant,Not Significant
AQP1,0.098757264,8.702968891,0.225777305,0.822448471,0.985663392,-5.041798974,Not Significant,Not Significant,Not Significant,Not Significant
BET1L,-0.049521998,8.240604528,-0.225575659,0.822604313,0.985663392,-5.041827027,Not Significant,Not Significant,Not Significant,Not Significant
PIAS1,-0.052822604,8.965776496,-0.225464545,0.822690191,0.985663392,-5.041842474,Not Significant,Not Significant,Not Significant,Not Significant
CYP51A1,-0.110404948,9.134121671,-0.225123683,0.822953649,0.985663392,-5.041889815,Not Significant,Not Significant,Not Significant,Not Significant
